tweets;related;rainfall (mm/30min);precision;recall;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min);Next batch rainfall class
3;0;0.2;0.0;0.0;0.08571428571428572;0.0;0.09259259259259259;0.0;0.0;0.4;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.2;0
23;0;0.0;0.0;0.0;0.6571428571428571;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3;0;0.2;0.0;0.0;0.08571428571428572;0.0;0.09259259259259259;0.0;0.0;0.2;0
4;0;0.2;0.0;0.0;0.11428571428571428;0.0;0.09259259259259259;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
12;0;0.0;0.0;0.0;0.34285714285714286;0.0;0.0;0.0;0.0;0.0;0
5;0;0.79;0.0;0.0;0.14285714285714285;0.0;0.36574074074074076;0.0;0.0;0.6;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
3;0;0.2;0.0;0.0;0.08571428571428572;0.0;0.09259259259259259;0.0;0.0;0.2;0
17;0;0.0;0.0;0.0;0.4857142857142857;0.0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
14;0;0.4;0.0;0.0;0.4;0.0;0.18518518518518517;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.4;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
0;0;0.6;0.0;0.0;0.0;0.0;0.27777777777777773;0.0;0.0;0.6;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
21;0;0.2;0.0;0.0;0.6;0.0;0.09259259259259259;0.0;0.0;0.2;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.2;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
7;0;1.97;0.0;0.0;0.2;0.0;0.912037037037037;0.0;0.0;1.77;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
15;0;0.4;0.0;0.0;0.42857142857142855;0.0;0.18518518518518517;0.0;0.0;0.4;0
7;0;1.57;0.0;0.0;0.2;0.0;0.7268518518518519;0.0;0.0;1.37;0
1;0;0.6;0.0;0.0;0.02857142857142857;0.0;0.27777777777777773;0.0;0.0;0.4;0
15;0;0.4;0.0;0.0;0.42857142857142855;0.0;0.18518518518518517;0.0;0.0;0.4;0
15;0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.05714285714285714;0.0;0.09259259259259259;0.0;0.0;0.2;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
16;0;0.0;0.0;0.0;0.45714285714285713;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.4;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
17;0;0.0;0.0;0.0;0.4857142857142857;0.0;0.0;0.0;0.0;0.0;0
0;0;0.4;0.0;0.0;0.0;0.0;0.18518518518518517;0.0;0.0;0.2;0
7;0;0.4;0.0;0.0;0.2;0.0;0.18518518518518517;0.0;0.0;0.79;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
5;0;0.4;0.0;0.0;0.14285714285714285;0.0;0.18518518518518517;0.0;0.0;0.2;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
19;0;0.0;0.0;0.0;0.5428571428571428;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
6;0;0.4;0.0;0.0;0.17142857142857143;0.0;0.18518518518518517;0.0;0.0;0.4;0
5;0;0.4;0.0;0.0;0.14285714285714285;0.0;0.18518518518518517;0.0;0.0;0.6;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
6;0;0.2;0.0;0.0;0.17142857142857143;0.0;0.09259259259259259;0.0;0.0;0.2;0
1;0;0.2;0.0;0.0;0.02857142857142857;0.0;0.09259259259259259;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
5;0;0.4;0.0;0.0;0.14285714285714285;0.0;0.18518518518518517;0.0;0.0;0.6;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
10;0;0.6;0.0;0.0;0.2857142857142857;0.0;0.27777777777777773;0.0;0.0;0.4;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
22;0;0.0;0.0;0.0;0.6285714285714286;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
12;0;0.2;0.0;0.0;0.34285714285714286;0.0;0.09259259259259259;0.0;0.0;0.2;0
8;0;0.4;0.0;0.0;0.22857142857142856;0.0;0.18518518518518517;0.0;0.0;0.4;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
2;0;0.6;0.0;0.0;0.05714285714285714;0.0;0.27777777777777773;0.0;0.0;0.4;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.05714285714285714;0.0;0.09259259259259259;0.0;0.0;0.2;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.05714285714285714;0.0;0.09259259259259259;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
7;0;0.4;0.0;0.0;0.2;0.0;0.18518518518518517;0.0;0.0;0.4;0
1;0;0.2;0.0;0.0;0.02857142857142857;0.0;0.09259259259259259;0.0;0.0;0.2;0
0;0;0.6;0.0;0.0;0.0;0.0;0.27777777777777773;0.0;0.0;0.4;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
12;0;0.4;0.0;0.0;0.34285714285714286;0.0;0.18518518518518517;0.0;0.0;0.2;0
15;0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
5;0;0.2;0.0;0.0;0.14285714285714285;0.0;0.09259259259259259;0.0;0.0;0.4;0
7;0;0.4;0.0;0.0;0.2;0.0;0.18518518518518517;0.0;0.0;0.4;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
7;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.2;0.5;0.0;0.5;0.5;0.0;0
16;0;0.0;0.0;0.0;0.45714285714285713;0.0;0.0;0.0;0.0;0.0;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
7;0;0.2;0.0;0.0;0.2;0.0;0.09259259259259259;0.0;0.0;0.2;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
8;0;0.2;0.0;0.0;0.22857142857142856;0.0;0.09259259259259259;0.0;0.0;0.2;0
17;0;0.4;0.0;0.0;0.4857142857142857;0.0;0.18518518518518517;0.0;0.0;0.2;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
5;0;0.4;0.0;0.0;0.14285714285714285;0.0;0.18518518518518517;0.0;0.0;0.2;0
7;0;0.2;0.0;0.0;0.2;0.0;0.09259259259259259;0.0;0.0;0.2;0
15;0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0
1;0;0.79;0.0;0.0;0.02857142857142857;0.0;0.36574074074074076;0.0;0.0;0.79;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.2;0
12;0;0.0;0.0;0.0;0.34285714285714286;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.2;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
9;0;0.6;0.0;0.0;0.2571428571428571;0.0;0.27777777777777773;0.0;0.0;0.6;0
17;0;0.0;0.0;0.0;0.4857142857142857;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
9;0;0.4;0.0;0.0;0.2571428571428571;0.0;0.18518518518518517;0.0;0.0;0.2;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
12;0;0.0;0.0;0.0;0.34285714285714286;0.0;0.0;0.0;0.0;0.39;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.4;0.0;0.0;0.05714285714285714;0.0;0.18518518518518517;0.0;0.0;0.2;0
3;0;0.4;0.0;0.0;0.08571428571428572;0.0;0.18518518518518517;0.0;0.0;0.4;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3;0;0.2;0.0;0.0;0.08571428571428572;0.0;0.09259259259259259;0.0;0.0;0.2;0
6;0;0.2;0.0;0.0;0.17142857142857143;0.0;0.09259259259259259;0.0;0.0;0.2;0
4;0;1.17;0.0;0.0;0.11428571428571428;0.0;0.5416666666666666;0.0;0.0;0.98;0
1;0;0.2;0.0;0.0;0.02857142857142857;0.0;0.09259259259259259;0.0;0.0;0.2;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
2;0;0.4;0.0;0.0;0.05714285714285714;0.0;0.18518518518518517;0.0;0.0;0.2;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
19;0;0.0;0.0;0.0;0.5428571428571428;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
1;0;0.2;0.0;0.0;0.02857142857142857;0.0;0.09259259259259259;0.0;0.0;0.4;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
0;0;0.4;0.0;0.0;0.0;0.0;0.18518518518518517;0.0;0.0;0.2;0
10;0;0.4;0.0;0.0;0.2857142857142857;0.0;0.18518518518518517;0.0;0.0;0.4;0
6;0;0.2;0.0;0.0;0.17142857142857143;0.0;0.09259259259259259;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
22;0;0.0;0.0;0.0;0.6285714285714286;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
7;0;0.4;0.0;0.0;0.2;0.0;0.18518518518518517;0.0;0.0;0.4;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
6;0;0.2;0.0;0.0;0.17142857142857143;0.0;0.09259259259259259;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
7;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.2;0.5;0.0;0.5;0.5;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
11;0;1.77;0.0;0.0;0.3142857142857143;0.0;0.8194444444444444;0.0;0.0;1.37;0
0;0;0.4;0.0;0.0;0.0;0.0;0.18518518518518517;0.0;0.0;0.4;0
9;0;1.17;0.0;0.0;0.2571428571428571;0.0;0.5416666666666666;0.0;0.0;1.17;0
15;0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
5;0;0.4;0.0;0.0;0.14285714285714285;0.0;0.18518518518518517;0.0;0.0;0.4;0
9;0;0.4;0.0;0.0;0.2571428571428571;0.0;0.18518518518518517;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
12;0;0.0;0.0;0.0;0.34285714285714286;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
17;0;0.0;0.0;0.0;0.4857142857142857;0.0;0.0;0.0;0.0;0.0;0
4;0;0.4;0.0;0.0;0.11428571428571428;0.0;0.18518518518518517;0.0;0.0;0.6;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
24;0;0.0;0.0;0.0;0.6857142857142857;0.0;0.0;0.0;0.0;0.0;0
17;0;0.0;0.0;0.0;0.4857142857142857;0.0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
16;0;0.4;0.0;0.0;0.45714285714285713;0.0;0.18518518518518517;0.0;0.0;0.6;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
5;0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
12;0;0.2;0.0;0.0;0.34285714285714286;0.0;0.09259259259259259;0.0;0.0;0.2;0
11;0;0.0;0.0;0.0;0.3142857142857143;0.0;0.0;0.0;0.0;0.0;0
1;0;0.2;0.0;0.0;0.02857142857142857;0.0;0.09259259259259259;0.0;0.0;0.2;0
4;0;0.2;0.0;0.0;0.11428571428571428;0.0;0.09259259259259259;0.0;0.0;0.0;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
11;0;0.4;0.0;0.0;0.3142857142857143;0.0;0.18518518518518517;0.0;0.0;0.4;0
5;0;0.4;0.0;0.0;0.14285714285714285;0.0;0.18518518518518517;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
9;0;0.6;0.0;0.0;0.2571428571428571;0.0;0.27777777777777773;0.0;0.0;0.4;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
18;0;0.0;0.0;0.0;0.5142857142857142;0.0;0.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.2571428571428571;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
3;0;0.4;0.0;0.0;0.08571428571428572;0.0;0.18518518518518517;0.0;0.0;0.6;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.0;0.0;0.17142857142857143;0.0;0.0;0.0;0.0;0.0;0
7;0;0.2;0.0;0.0;0.2;0.0;0.09259259259259259;0.0;0.0;0.2;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
15;1;0.79;4.143978385008743e-06;0.0016129032258064516;0.42857142857142855;0.5;0.36574074074074076;0.5;0.5;0.6;0
15;1;0.4;4.143978385008743e-06;0.0016129032258064516;0.42857142857142855;0.5;0.18518518518518517;0.5;0.5;0.4;0
1;0;0.2;0.0;0.0;0.02857142857142857;0.0;0.09259259259259259;0.0;0.0;0.2;0
8;0;0.0;0.0;0.0;0.22857142857142856;0.0;0.0;0.0;0.0;0.0;0
15;0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0
4;0;0.6;0.0;0.0;0.11428571428571428;0.0;0.27777777777777773;0.0;0.0;0.4;0
14;0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0
4;0;0.2;0.0;0.0;0.11428571428571428;0.0;0.09259259259259259;0.0;0.0;0.2;0
11;0;0.2;0.0;0.0;0.3142857142857143;0.0;0.09259259259259259;0.0;0.0;0.2;0
1;0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
5;0;0.2;0.0;0.0;0.14285714285714285;0.0;0.09259259259259259;0.0;0.0;0.2;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.05714285714285714;0.0;0.09259259259259259;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
0;0;0.4;0.0;0.0;0.0;0.0;0.18518518518518517;0.0;0.0;0.2;0
9;0;0.4;0.0;0.0;0.2571428571428571;0.0;0.18518518518518517;0.0;0.0;0.4;0
16;0;0.0;0.0;0.0;0.45714285714285713;0.0;0.0;0.0;0.0;0.0;0
13;0;1.18;0.0;0.0;0.37142857142857144;0.0;0.5462962962962963;0.0;0.0;0.79;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
6;0;0.2;0.0;0.0;0.17142857142857143;0.0;0.09259259259259259;0.0;0.0;0.4;0
7;0;0.2;0.0;0.0;0.2;0.0;0.09259259259259259;0.0;0.0;0.2;0
7;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.05714285714285714;0.0;0.09259259259259259;0.0;0.0;0.2;0
0;0;0.6;0.0;0.0;0.0;0.0;0.27777777777777773;0.0;0.0;0.4;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.0;0
4;0;0.4;0.0;0.0;0.11428571428571428;0.0;0.18518518518518517;0.0;0.0;0.4;0
13;0;0.0;0.0;0.0;0.37142857142857144;0.0;0.0;0.0;0.0;0.0;0
2;0;0.4;0.0;0.0;0.05714285714285714;0.0;0.18518518518518517;0.0;0.0;0.4;0
10;0;0.2;0.0;0.0;0.2857142857142857;0.0;0.09259259259259259;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.05714285714285714;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.05714285714285714;0.0;0.09259259259259259;0.0;0.0;0.4;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;0.09259259259259259;0.0;0.0;0.2;0
12;0;0.0;0.0;0.0;0.34285714285714286;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0
