tweets;related;rainfall (mm/30min);precision;recall;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min);Next batch rainfall class
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.0;0.0;0.5384615384615384;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.15384615384615385;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
5;0;0.2;0.0;0.0;0.38461538461538464;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.2;0.0;0.0;0.07692307692307693;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.2;0.0;0.0;0.07692307692307693;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
9;0;0.0;0.0;0.0;0.6923076923076923;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.2;0.0;0.0;0.07692307692307693;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.2;0.0;0.0;0.15384615384615385;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
12;0;0.0;0.0;0.0;0.9230769230769231;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
2;0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
