hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
6;0;0;0;0.4;0.2;fraca
15;30;0;0;0.2;0.0;fraca
22;30;2;0;0.0;0.0;fraca
18;0;4;0;0.6;0.6;fraca
18;30;0;0;0.4;0.4;fraca
12;30;0;0;0.0;0.0;fraca
1;0;0;0;0.2;0.2;fraca
9;0;0;0;0.0;0.2;fraca
23;30;3;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
14;0;0;0;0.2;0.4;fraca
7;30;0;0;0.0;0.0;fraca
0;0;0;0;0.6;0.4;fraca
7;0;0;0;0.0;0.2;fraca
3;0;0;0;0.2;0.6;fraca
12;0;5;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
4;30;0;0;0.2;0.2;fraca
6;0;0;0;0.0;0.0;fraca
4;30;0;0;0.2;0.2;fraca
16;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
20;30;0;0;0.2;0.2;fraca
12;30;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
5;30;0;0;0.2;0.2;fraca
23;30;1;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
17;30;0;0;0.4;0.4;fraca
9;30;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
21;0;0;0;0.4;0.4;fraca
2;30;0;0;0.2;0.0;fraca
5;0;0;0;0.0;0.2;fraca
9;0;0;0;0.0;0.2;fraca
18;30;0;0;0.0;0.0;fraca
21;0;1;0;0.2;0.4;fraca
2;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
2;30;0;0;0.2;0.2;fraca
11;0;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
20;0;7;0;0.2;0.0;fraca
2;0;3;0;0.6;0.4;fraca
10;0;0;0;0.2;0.0;fraca
17;0;0;0;0.2;0.0;fraca
7;30;0;0;0.6;0.4;fraca
16;30;2;0;0.6;0.79;fraca
17;0;2;0;0.2;0.0;fraca
1;30;0;0;0.2;0.2;fraca
13;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.2;fraca
7;30;0;0;0.0;0.2;fraca
13;0;0;0;0.0;0.0;fraca
8;0;0;0;0.2;0.2;fraca
13;0;0;0;0.0;0.0;fraca
15;30;0;0;0.4;0.4;fraca
5;30;0;0;0.2;0.2;fraca
22;0;2;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
3;0;0;0;0.2;0.0;fraca
11;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
17;30;2;0;0.2;0.0;fraca
10;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
6;0;0;0;0.2;0.2;fraca
12;0;1;0;0.2;0.0;fraca
1;0;0;0;0.0;0.2;fraca
1;0;0;0;0.0;0.0;fraca
9;30;1;0;0.0;0.2;fraca
9;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
8;0;0;0;0.2;0.2;fraca
6;0;0;0;0.0;0.0;fraca
15;30;3;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
22;0;4;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
23;30;0;0;0.2;0.0;fraca
0;30;5;0;0.0;0.0;fraca
16;0;0;0;0.2;0.2;fraca
11;0;0;0;0.98;0.98;fraca
16;30;0;0;0.2;0.0;fraca
23;30;5;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
2;0;1;0;0.2;0.2;fraca
8;0;9;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
13;0;0;0;0.2;0.2;fraca
17;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
6;30;0;0;0.2;0.2;fraca
19;30;1;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
14;30;0;0;0.2;0.2;fraca
9;0;1;0;0.2;0.0;fraca
7;0;0;0;0.0;0.0;fraca
14;30;0;0;0.79;0.79;fraca
8;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
10;0;0;0;0.2;0.2;fraca
1;30;0;0;0.6;0.6;fraca
3;30;0;0;0.0;0.0;fraca
9;0;1;0;0.0;0.2;fraca
1;0;0;0;0.0;0.0;fraca
12;0;0;0;0.79;0.79;fraca
16;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
7;0;0;0;0.2;0.2;fraca
2;30;0;0;0.2;0.2;fraca
21;30;0;0;0.0;0.0;fraca
22;0;5;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
3;30;3;0;0.0;0.0;fraca
10;0;3;0;1.17;0.98;fraca
11;30;0;0;0.0;0.0;fraca
4;30;4;0;0.2;0.2;fraca
6;0;0;0;0.0;0.0;fraca
17;0;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
11;0;0;0;0.2;0.0;fraca
2;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
17;30;0;0;0.4;0.4;fraca
0;0;6;0;0.2;0.4;fraca
14;0;0;0;0.2;0.4;fraca
6;0;0;0;0.2;0.2;fraca
4;0;0;0;0.0;0.0;fraca
3;30;0;0;0.2;0.2;fraca
18;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
10;30;5;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.2;fraca
21;30;1;0;0.4;0.2;fraca
14;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
10;0;1;0;0.2;0.2;fraca
3;0;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.2;fraca
3;0;0;0;0.2;0.2;fraca
13;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
15;30;0;0;0.2;0.0;fraca
1;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
17;30;1;0;0.2;0.0;fraca
15;30;7;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
23;30;1;0;0.2;0.2;fraca
22;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
14;0;4;0;0.0;0.0;fraca
20;30;1;0;0.2;0.0;fraca
9;30;0;0;0.0;0.0;fraca
9;0;0;0;0.4;0.4;fraca
9;0;0;0;0.0;0.0;fraca
5;30;0;0;0.2;0.2;fraca
4;0;0;0;0.2;0.2;fraca
3;0;0;0;0.2;0.4;fraca
18;30;0;0;0.2;0.2;fraca
15;0;0;0;0.2;0.2;fraca
15;30;0;0;0.0;0.0;fraca
0;0;5;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
10;0;0;0;0.2;0.4;fraca
7;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
6;30;0;0;0.2;0.2;fraca
19;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.2;fraca
20;0;0;0;0.4;0.4;fraca
8;0;0;0;1.17;1.17;fraca
14;30;1;0;0.0;0.0;fraca
20;0;2;0;0.0;0.2;fraca
7;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
20;30;1;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.2;fraca
17;30;0;0;1.38;0.4;fraca
15;30;2;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
13;30;4;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
18;30;0;0;0.2;0.2;fraca
8;30;0;0;0.2;0.0;fraca
20;0;0;0;0.2;0.2;fraca
7;0;0;0;0.2;0.0;fraca
0;0;0;0;0.0;0.0;fraca
21;0;2;0;0.2;0.2;fraca
0;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.2;fraca
6;0;0;0;0.2;0.0;fraca
17;0;4;1;0.2;0.2;fraca
17;30;1;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.2;fraca
18;30;0;0;0.2;0.2;fraca
9;0;0;0;0.0;0.0;fraca
5;0;0;0;0.4;0.4;fraca
4;0;12;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
14;0;3;0;0.0;0.0;fraca
22;30;0;0;0.4;0.4;fraca
14;0;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.2;fraca
9;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
15;30;1;0;0.2;0.4;fraca
11;0;1;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
20;30;1;0;0.2;0.2;fraca
16;30;0;0;0.0;0.2;fraca
22;30;1;0;0.2;0.2;fraca
4;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
13;0;0;0;0.2;0.0;fraca
21;0;2;0;0.2;0.4;fraca
19;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
22;30;0;0;0.2;0.0;fraca
22;0;0;0;0.2;0.2;fraca
1;0;0;0;0.0;0.0;fraca
11;30;0;0;0.4;0.2;fraca
14;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.2;fraca
2;30;1;0;0.0;0.2;fraca
23;0;1;0;0.4;0.4;fraca
1;0;0;0;0.2;0.2;fraca
20;30;2;0;0.0;0.0;fraca
17;30;0;0;0.2;0.0;fraca
20;30;0;0;0.0;0.2;fraca
9;30;0;0;0.2;0.2;fraca
21;30;0;0;0.2;0.2;fraca
10;30;0;0;0.0;0.0;fraca
18;30;4;0;0.0;0.2;fraca
10;0;0;0;0.0;0.0;fraca
6;0;0;0;0.2;0.0;fraca
16;0;0;0;0.0;0.2;fraca
10;30;4;0;0.0;0.0;fraca
12;0;0;0;0.2;0.0;fraca
2;0;0;0;0.0;0.0;fraca
0;30;2;0;0.0;0.0;fraca
13;0;0;0;0.98;0.79;fraca
5;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.2;fraca
14;0;0;0;0.0;0.0;fraca
9;30;0;0;0.2;0.0;fraca
20;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
5;0;1;0;0.0;0.0;fraca
7;0;0;0;0.2;0.2;fraca
4;0;0;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
1;0;1;0;0.0;0.0;fraca
22;0;1;0;0.2;0.0;fraca
11;0;1;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
4;0;0;0;0.2;0.2;fraca
4;30;14;0;0.0;0.0;fraca
19;30;0;0;0.2;0.2;fraca
8;30;0;0;1.17;0.98;fraca
21;0;3;0;0.0;0.0;fraca
12;30;1;0;0.0;0.0;fraca
20;30;0;0;0.2;0.2;fraca
3;30;0;0;0.0;0.0;fraca
5;0;3;0;0.2;0.4;fraca
9;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
21;0;0;0;0.4;0.4;fraca
16;30;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
0;30;0;0;0.4;0.2;fraca
21;30;1;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
10;30;0;0;0.2;0.2;fraca
16;0;0;0;0.0;0.0;fraca
15;30;0;0;0.79;0.6;fraca
10;30;0;0;0.2;0.2;fraca
5;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.2;fraca
20;0;2;0;0.6;0.4;fraca
7;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
21;30;1;0;0.0;0.2;fraca
8;0;0;0;0.0;0.0;fraca
6;0;0;0;0.98;1.17;fraca
11;30;0;0;0.2;0.2;fraca
13;30;0;0;0.2;0.2;fraca
11;0;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
0;0;0;0;0.0;0.2;fraca
7;30;0;0;0.0;0.0;fraca
2;0;0;0;0.2;0.4;fraca
7;30;0;0;0.0;0.0;fraca
15;0;1;0;0.2;0.2;fraca
6;30;0;0;0.4;0.2;fraca
6;0;0;0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.2;fraca
22;30;3;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
13;0;4;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
13;0;0;0;0.4;0.4;fraca
15;30;7;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
20;30;0;0;0.4;0.4;fraca
15;30;0;0;0.0;0.0;fraca
4;0;0;0;0.4;0.4;fraca
12;0;1;0;0.0;0.0;fraca
6;30;0;0;0.2;0.0;fraca
18;0;0;0;0.2;0.2;fraca
0;0;0;0;0.2;0.2;fraca
22;0;1;0;0.2;0.4;fraca
18;0;2;0;0.2;0.0;fraca
6;0;0;0;0.0;0.0;fraca
4;0;1;0;0.0;0.0;fraca
8;30;0;0;0.0;0.2;fraca
4;0;0;0;0.2;0.2;fraca
22;30;0;0;0.0;0.0;fraca
12;0;1;0;0.2;0.0;fraca
6;0;0;0;0.2;0.2;fraca
1;30;1;0;0.2;0.2;fraca
23;0;5;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
7;0;0;0;0.98;1.17;fraca
13;0;0;0;0.2;0.2;fraca
12;0;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
20;0;0;0;0.2;0.0;fraca
10;0;0;0;0.2;0.0;fraca
19;30;1;0;0.2;0.0;fraca
11;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
4;0;0;0;0.2;0.2;fraca
11;0;0;0;0.2;0.4;fraca
3;0;0;0;0.0;0.2;fraca
20;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
15;0;0;0;0.4;0.4;fraca
13;30;1;0;0.0;0.0;fraca
23;30;0;0;0.0;0.2;fraca
10;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.2;fraca
12;30;0;0;0.2;0.4;fraca
0;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
0;0;0;0;0.4;0.2;fraca
21;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
0;0;1;0;0.0;0.0;fraca
21;0;2;0;0.2;0.2;fraca
15;30;1;0;0.2;0.0;fraca
18;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
15;30;1;0;0.0;0.0;fraca
16;30;1;0;0.2;0.0;fraca
10;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
11;30;0;0;0.0;0.2;fraca
5;30;3;0;0.0;0.2;fraca
23;30;2;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
23;30;1;0;0.0;0.0;fraca
11;0;0;0;0.2;0.2;fraca
10;30;0;0;0.0;0.2;fraca
21;0;0;0;0.2;0.2;fraca
14;0;4;0;0.79;0.79;fraca
2;30;0;0;0.2;0.2;fraca
23;30;1;0;0.0;0.2;fraca
22;30;4;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
23;30;0;0;0.4;0.6;fraca
17;30;1;0;0.2;0.0;fraca
18;0;5;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
18;30;0;0;0.2;0.0;fraca
19;0;0;0;0.2;0.4;fraca
11;30;0;0;0.2;0.0;fraca
3;30;0;0;0.79;0.79;fraca
10;30;3;0;0.0;0.2;fraca
20;0;0;0;0.0;0.2;fraca
8;0;5;0;0.0;0.0;fraca
14;0;0;0;0.4;0.4;fraca
19;30;0;0;0.2;0.2;fraca
20;0;1;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
10;0;1;0;0.2;0.2;fraca
18;30;3;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
23;0;3;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
1;30;1;0;0.0;0.0;fraca
10;30;0;0;0.2;0.0;fraca
5;30;0;0;0.0;0.0;fraca
5;0;39;0;0.2;0.2;fraca
16;0;0;0;0.4;0.2;fraca
5;30;0;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
12;30;2;0;0.2;0.4;fraca
14;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
18;0;1;0;0.0;0.2;fraca
14;30;1;0;0.0;0.0;fraca
16;30;4;0;0.0;0.0;fraca
13;30;1;0;0.0;0.0;fraca
8;30;2;0;0.0;0.0;fraca
0;30;9;0;0.0;0.0;fraca
4;30;0;0;0.0;0.2;fraca
11;30;0;0;0.0;0.0;fraca
21;30;0;0;0.4;0.2;fraca
11;0;0;0;0.0;0.0;fraca
22;30;0;0;0.2;0.2;fraca
4;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
11;0;0;0;0.2;0.0;fraca
13;30;1;0;0.2;0.2;fraca
18;0;0;0;0.2;0.2;fraca
6;0;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
10;30;0;0;0.98;0.98;fraca
19;0;0;0;0.2;0.4;fraca
11;30;0;0;0.0;0.0;fraca
1;30;0;0;0.2;0.4;fraca
15;30;0;0;0.0;0.0;fraca
16;30;3;0;0.2;0.0;fraca
23;30;0;0;0.2;0.2;fraca
4;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.2;fraca
0;30;0;0;0.0;0.0;fraca
6;0;0;0;0.2;0.4;fraca
15;0;8;0;0.0;0.0;fraca
3;0;0;0;0.0;0.2;fraca
23;30;0;0;0.2;0.2;fraca
9;0;0;0;0.2;0.0;fraca
7;0;0;0;0.4;0.6;fraca
23;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.2;fraca
23;30;0;0;0.0;0.2;fraca
7;0;0;0;0.4;0.2;fraca
22;0;0;0;0.2;0.2;fraca
15;0;1;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
19;30;0;0;0.4;0.6;fraca
7;0;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
2;0;0;0;0.6;0.79;fraca
13;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
2;0;0;0;0.2;0.0;fraca
18;30;1;0;0.2;0.2;fraca
23;30;0;0;0.0;0.0;fraca
13;0;0;0;0.2;0.0;fraca
3;30;0;0;0.4;0.2;fraca
9;30;0;0;0.2;0.2;fraca
12;0;0;0;0.0;0.0;fraca
8;30;0;0;0.2;0.0;fraca
13;0;0;0;0.0;0.0;fraca
5;30;0;0;0.4;0.4;fraca
13;0;0;0;0.4;0.2;fraca
20;0;0;0;0.2;0.0;fraca
4;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
13;30;2;0;0.2;0.2;fraca
0;30;0;0;0.2;0.2;fraca
17;30;5;0;0.0;0.0;fraca
11;30;2;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
10;0;0;0;0.0;0.2;fraca
22;30;0;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
5;30;0;0;0.2;0.2;fraca
18;0;0;0;0.0;0.2;fraca
21;0;0;0;0.2;0.0;fraca
13;30;0;0;0.4;0.4;fraca
16;30;0;0;0.0;0.0;fraca
21;30;0;0;0.4;0.6;fraca
0;30;4;0;0.0;0.0;fraca
22;0;2;0;0.0;0.0;fraca
22;0;0;0;0.0;0.2;fraca
12;30;1;0;0.4;0.2;fraca
12;0;1;0;0.2;0.2;fraca
23;0;0;0;0.4;0.6;fraca
17;30;0;0;0.2;0.2;fraca
10;0;2;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
23;0;0;0;0.4;0.2;fraca
3;30;0;0;0.2;0.2;fraca
17;30;1;0;0.0;0.0;fraca
